1,0.000204,0.000443,0.001008,0.002251,0.004846,0.010679,0.023158
2,0.000339,0.000282,0.000599,0.001239,0.002643,0.006129,0.012942
4,0.000358,0.0002,0.000517,0.000739,0.00151,0.003181,0.006796
8,0.000572,0.000185,0.00027,0.00027,0.000944,0.001922,0.003991
