2 5.000000000000000000e-01 1.000000000000000000e+00 1.199999999999999956e+00 7.777777777777777901e-01 1.562500000000000222e+00 5.853658536585365502e-01 1.241379310344827847e+00 8.287671232876712146e-01
4 2.500000000000000000e-01 1.068965517241379448e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.666666666666666963e+00 9.599999999999999645e-01 1.309090909090909083e+00 7.658227848101264446e-01
8 1.250000000000000000e-01 9.687500000000001110e-01 1.199999999999999956e+00 1.000000000000000000e+00 1.785714285714285587e+00 9.230769230769230171e-01 1.285714285714285587e+00 1.080357142857142794e+00
