1, 0.000031,  0.000006,  0.000007,  0.000025 , 0.000024,  0.000072,  0.000121
2 ,0.000031 , 0.000005 , 0.000009 , 0.000016  ,0.000041 , 0.000058  ,0.000146
4 ,0.000029 , 0.000006 , 0.000007 , 0.000015  ,0.000025 , 0.000055  ,0.000158
8 ,0.000032 , 0.000005 , 0.000007  ,0.000014  ,0.000026,  0.000056  ,0.000112

