1 ,0.000040,   0.000006,   0.000008,   0.000015,   0.000028 ,  0.000065,   0.000136 
2 ,0.000002 ,  0.000003 ,  0.000005 ,  0.000010 ,  0.000019 ,  0.000038 ,  0.000075 
4 ,0.000002 ,  0.000003 ,  0.000005 ,  0.000010 , 0.000020 ,  0.000039 ,  0.000076 
8 ,0.000002 ,  0.000003 ,  0.000005 ,  0.000010 ,  0.000019 ,  0.000038  , 0.000094 
