1 0.002810  0.005648  0.011086  0.022536  0.045087  0.089776  0.176382
2 0.002688  0.005423  0.010766  0.022249  0.044182  0.086104  0.171395
4 0.002688  0.005423  0.010766  0.022249  0.044182  0.086104  0.171395
8 0.002781  0.005608  0.011218  0.021788  0.043058  0.086777  0.171695
