1 0.000151 0.000271 0.000459 0.000800 0.001487 0.002842 0.005557
2 0.000143 0.000258 0.000433 0.000796 0.001465 0.002835 0.005547
4 0.000140 0.000256 0.000433 0.000795 0.001469 0.002841 0.005556
8 0.000145 0.000259 0.000436 0.000793 0.001462 0.002833 0.005531

